make,model,variant,year,mileage_km,inspection_score,engine_cc,fuel_type,transmission,body_type,city,ownership_count,service_history,accident_history,price,synthetic_data_only
Honda,Civic,Oriel,2016,166314,7.7,1800,Petrol,Manual,Sedan,Faisalabad,1,unknown,major,2570519,True
Kia,Picanto,MT,2022,33248,6.7,1000,Petrol,Automatic,Hatchback,Lahore,1,full,none,4975027,True
Suzuki,Swift,DLX,2016,155867,8.3,1200,Petrol,Automatic,Hatchback,Karachi,1,full,none,3545262,True
Hyundai,Tucson,AWD,2017,154020,7.6,2000,Petrol,Automatic,SUV,Lahore,1,full,minor,4134680,True
Toyota,Yaris,GLI CVT,2018,184241,8.1,1500,Diesel,Automatic,Sedan,Islamabad,2,partial,none,3850812,True
Honda,City,1.2LS,2012,261821,8.3,1500,Petrol,Automatic,Sedan,Faisalabad,1,full,none,1806805,True
Honda,Civic,Oriel,2012,236985,6.9,1800,Petrol,Automatic,Sedan,Lahore,1,full,none,1173418,True
Hyundai,Elantra,Ultimate,2024,19320,8.6,2000,Petrol,Manual,Sedan,Faisalabad,1,full,none,6502721,True
Suzuki,Alto,VXR,2021,95360,9.7,660,Petrol,Manual,Hatchback,Islamabad,3,full,minor,4247495,True
Toyota,Yaris,ATIV X,2020,91726,5.2,1500,Petrol,Manual,Sedan,Islamabad,1,unknown,minor,3745269,True
Kia,Sportage,Alpha,2024,17079,5.0,2000,Petrol,Manual,SUV,Lahore,1,full,major,5828411,True
Honda,City,1.5 Aspire,2023,59752,7.6,1500,Petrol,Automatic,Sedan,Islamabad,3,full,minor,5274085,True
Hyundai,Elantra,Ultimate,2014,193196,8.8,2000,Petrol,Automatic,Sedan,Karachi,2,full,none,3075847,True
Suzuki,Swift,GLX CVT,2018,130792,6.5,1200,Petrol,Manual,Hatchback,Rawalpindi,1,partial,none,3361843,True
Honda,Civic,RS,2019,115669,10.0,1800,Petrol,Automatic,Sedan,Islamabad,1,partial,minor,4399049,True
Honda,Civic,Oriel,2023,22474,8.6,1800,Petrol,Automatic,Sedan,Karachi,1,full,minor,6110356,True
Toyota,Corolla,XLi,2016,143895,7.5,1800,Hybrid,Automatic,Sedan,Faisalabad,1,full,minor,3160799,True
Honda,Civic,Oriel,2012,276464,6.9,1800,Petrol,Automatic,Sedan,Faisalabad,1,unknown,none,1204704,True
Hyundai,Tucson,AWD,2014,217377,8.3,2000,Hybrid,Manual,SUV,Karachi,1,full,none,2754914,True
Honda,Civic,RS,2015,195789,9.0,1800,Petrol,Automatic,Sedan,Karachi,1,full,none,2867905,True
Suzuki,Swift,GLX CVT,2018,168311,8.6,1200,Petrol,Manual,Hatchback,Faisalabad,3,full,none,2773021,True
Suzuki,Swift,GLX CVT,2022,77086,8.1,1200,Diesel,Automatic,Hatchback,Islamabad,1,partial,minor,5032913,True
Toyota,Yaris,ATIV X,2022,96792,8.0,1500,Petrol,Manual,Sedan,Rawalpindi,1,partial,none,4461252,True
Honda,City,1.2LS,2022,41188,7.3,1500,Hybrid,Automatic,Sedan,Faisalabad,1,full,none,5592752,True
Suzuki,Alto,VXL AGS,2017,181542,7.3,660,Petrol,Automatic,Hatchback,Rawalpindi,2,full,none,2414547,True
Toyota,Yaris,GLI CVT,2025,2246,6.6,1500,Petrol,Automatic,Sedan,Lahore,2,unknown,none,6200609,True
Honda,Civic,Oriel,2018,155770,10.0,1800,Diesel,Manual,Sedan,Lahore,2,full,none,4331067,True
Toyota,Corolla,GLi,2016,187831,9.8,1800,Petrol,Manual,Sedan,Karachi,1,full,none,3413416,True
Kia,Sportage,AWD,2017,162246,10.0,2000,Petrol,Automatic,SUV,Karachi,2,partial,none,4302647,True
Suzuki,Swift,DLX,2013,216147,8.9,1200,Petrol,Automatic,Hatchback,Islamabad,3,full,none,1663373,True
Honda,City,1.5 Aspire,2017,173103,7.8,1500,Hybrid,Automatic,Sedan,Karachi,1,partial,none,3208331,True
Kia,Sportage,Alpha,2017,154281,5.7,2000,Petrol,Automatic,SUV,Faisalabad,2,partial,none,3938358,True
Toyota,Yaris,ATIV X,2018,139148,8.5,1500,Petrol,Manual,Sedan,Karachi,1,partial,none,3890777,True
Kia,Sportage,FWD,2025,35323,6.9,2000,Petrol,Manual,SUV,Karachi,1,partial,minor,6452492,True
Hyundai,Tucson,FWD,2012,249151,5.3,2000,Petrol,Automatic,SUV,Lahore,1,partial,minor,1125552,True
Hyundai,Elantra,GLS,2024,7213,7.7,2000,Petrol,Manual,Sedan,Lahore,1,unknown,none,6267360,True
Suzuki,Swift,GLX CVT,2018,110202,7.8,1200,Petrol,Manual,Hatchback,Lahore,2,full,none,3470137,True
Kia,Picanto,MT,2017,166540,7.1,1000,Petrol,Automatic,Hatchback,Islamabad,3,partial,none,2652318,True
Honda,Civic,VTi,2013,226867,6.4,1800,Hybrid,Automatic,Sedan,Lahore,2,partial,none,1664903,True
Honda,City,1.5 Aspire,2013,248762,7.0,1500,Petrol,Automatic,Sedan,Karachi,2,partial,minor,799956,True
Suzuki,Alto,VXR,2022,52257,7.6,660,Petrol,Automatic,Hatchback,Lahore,3,partial,major,3905652,True
Honda,City,1.5 Aspire,2025,33222,9.5,1500,Petrol,Manual,Sedan,Islamabad,1,full,none,6407931,True
Kia,Picanto,MT,2025,37866,6.8,1000,Diesel,Automatic,Hatchback,Karachi,1,full,none,5735114,True
Toyota,Yaris,GLI CVT,2022,51107,5.2,1500,Petrol,Manual,Sedan,Lahore,3,full,minor,4273711,True
Hyundai,Elantra,GLS,2024,19270,7.8,2000,Petrol,Automatic,Sedan,Islamabad,2,full,none,6369534,True
Hyundai,Elantra,Ultimate,2013,233679,8.6,2000,Petrol,Automatic,Sedan,Lahore,1,partial,minor,2312420,True
Kia,Sportage,FWD,2019,147060,6.2,2000,Petrol,Automatic,SUV,Faisalabad,2,partial,none,3825485,True
Kia,Sportage,AWD,2021,105267,9.8,2000,Petrol,Automatic,SUV,Faisalabad,3,full,none,5680611,True
Suzuki,Swift,GLX CVT,2016,164616,7.2,1200,Petrol,Automatic,Hatchback,Faisalabad,1,partial,minor,2222539,True
Kia,Sportage,Alpha,2015,187398,7.1,2000,Petrol,Automatic,SUV,Lahore,2,partial,none,3554837,True
Kia,Picanto,AT,2025,34490,7.6,1000,Petrol,Automatic,Hatchback,Karachi,2,full,minor,5529713,True
Suzuki,Swift,DLX,2025,47164,8.6,1200,Petrol,Automatic,Hatchback,Islamabad,3,full,minor,5694761,True
Kia,Picanto,MT,2020,85741,8.3,1000,Petrol,Automatic,Hatchback,Rawalpindi,1,unknown,major,3469737,True
Kia,Sportage,Alpha,2023,53788,9.5,2000,Hybrid,Automatic,SUV,Lahore,3,partial,none,6612730,True
Honda,City,1.5 Aspire,2014,208932,8.3,1500,Diesel,Automatic,Sedan,Karachi,1,full,none,2959622,True
Kia,Picanto,MT,2017,120558,8.4,1000,Petrol,Automatic,Hatchback,Faisalabad,1,unknown,none,2925103,True
Suzuki,Alto,VXL AGS,2017,163392,4.8,660,Petrol,Automatic,Hatchback,Lahore,1,full,none,2267043,True
Honda,City,1.5 Aspire,2017,150075,10.0,1500,Petrol,Automatic,Sedan,Faisalabad,3,unknown,none,3081781,True
Kia,Sportage,Alpha,2022,85060,8.7,2000,Hybrid,Manual,SUV,Islamabad,2,full,minor,5802323,True
Suzuki,Swift,GLX CVT,2012,244482,9.5,1200,Petrol,Manual,Hatchback,Karachi,1,unknown,none,2056761,True
Honda,City,1.2LS,2015,208722,6.0,1500,Diesel,Automatic,Sedan,Karachi,2,full,none,2323987,True
Toyota,Corolla,XLi,2014,222308,6.3,1800,Petrol,Manual,Sedan,Islamabad,1,full,none,2071930,True
Toyota,Corolla,Altis,2021,95779,10.0,1800,Petrol,Automatic,Sedan,Islamabad,2,full,none,5359128,True
Hyundai,Tucson,AWD,2025,7145,6.6,2000,Petrol,Manual,SUV,Rawalpindi,2,partial,none,6545929,True
Suzuki,Alto,VXL AGS,2025,53886,7.2,660,Petrol,Automatic,Hatchback,Faisalabad,2,full,none,4943609,True
Suzuki,Alto,VXR,2022,77939,7.3,660,Petrol,Automatic,Hatchback,Islamabad,1,full,minor,4331722,True
Kia,Picanto,MT,2016,146415,7.4,1000,Petrol,Automatic,Hatchback,Islamabad,1,partial,none,2846749,True
Toyota,Corolla,GLi,2019,102272,8.3,1800,Petrol,Automatic,Sedan,Faisalabad,2,partial,major,3938069,True
Hyundai,Tucson,AWD,2014,245132,7.3,2000,Petrol,Automatic,SUV,Islamabad,1,full,none,3194535,True
Suzuki,Alto,VXL AGS,2015,194882,10.0,660,Petrol,Manual,Hatchback,Karachi,3,partial,minor,1774536,True
Toyota,Yaris,ATIV X,2022,59639,8.0,1500,Petrol,Automatic,Sedan,Islamabad,1,full,none,5351974,True
Toyota,Corolla,Altis,2022,82910,9.0,1800,Petrol,Manual,Sedan,Faisalabad,2,unknown,minor,4737817,True
Hyundai,Elantra,GLS,2016,189807,7.6,2000,Petrol,Automatic,Sedan,Islamabad,1,unknown,minor,3313784,True
Suzuki,Alto,VXL AGS,2020,98387,7.1,660,Petrol,Automatic,Hatchback,Faisalabad,1,partial,none,3613977,True
Hyundai,Elantra,Ultimate,2017,143349,8.3,2000,Hybrid,Automatic,Sedan,Karachi,2,full,none,4419353,True
Suzuki,Alto,VX,2014,229433,9.2,660,Hybrid,Automatic,Hatchback,Rawalpindi,3,partial,none,1810539,True
Hyundai,Elantra,GLS,2012,262350,8.9,2000,Petrol,Automatic,Sedan,Faisalabad,1,full,major,1483851,True
Hyundai,Elantra,Ultimate,2013,239122,9.4,2000,Petrol,Automatic,Sedan,Lahore,3,partial,minor,1751905,True
Suzuki,Alto,VXL AGS,2022,96043,7.1,660,Petrol,Manual,Hatchback,Rawalpindi,1,full,none,3876943,True
Hyundai,Elantra,GLS,2014,191423,8.1,2000,Petrol,Automatic,Sedan,Faisalabad,2,full,none,2335608,True
Hyundai,Tucson,AWD,2025,17784,9.2,2000,Petrol,Automatic,SUV,Rawalpindi,1,partial,minor,7208882,True
Kia,Sportage,FWD,2014,215129,9.8,2000,Hybrid,Manual,SUV,Faisalabad,3,full,none,3215216,True
Toyota,Corolla,GLi,2022,49077,8.4,1800,Petrol,Manual,Sedan,Rawalpindi,2,full,minor,5516314,True
Suzuki,Swift,GLX CVT,2024,42544,9.3,1200,Petrol,Manual,Hatchback,Faisalabad,2,full,none,5509875,True
Toyota,Corolla,GLi,2024,7772,7.6,1800,Petrol,Automatic,Sedan,Islamabad,3,partial,none,6109513,True
Hyundai,Elantra,GLS,2025,43099,10.0,2000,Petrol,Manual,Sedan,Lahore,1,partial,minor,6136137,True
Suzuki,Alto,VX,2022,87373,7.6,660,Hybrid,Automatic,Hatchback,Faisalabad,1,full,none,4595062,True
Honda,Civic,RS,2012,235293,9.2,1800,Diesel,Manual,Sedan,Islamabad,2,full,none,1718551,True
Toyota,Corolla,Altis,2016,176727,7.6,1800,Petrol,Manual,Sedan,Islamabad,1,unknown,none,2732759,True
Toyota,Yaris,GLI CVT,2018,120996,7.7,1500,Petrol,Manual,Sedan,Karachi,3,unknown,minor,2827367,True
Hyundai,Tucson,FWD,2024,23437,6.7,2000,Petrol,Automatic,SUV,Karachi,1,full,none,6926122,True
Honda,Civic,Oriel,2018,164855,7.4,1800,Petrol,Automatic,Sedan,Lahore,1,full,minor,3525961,True
Suzuki,Swift,DLX,2021,86206,7.5,1200,Petrol,Automatic,Hatchback,Rawalpindi,2,full,none,4839049,True
Honda,Civic,VTi,2025,10295,7.3,1800,Petrol,Automatic,Sedan,Rawalpindi,2,partial,none,6116804,True
Hyundai,Tucson,AWD,2014,218782,10.0,2000,Petrol,Manual,SUV,Faisalabad,1,full,none,2771822,True
Toyota,Yaris,ATIV X,2025,13654,7.1,1500,Diesel,Automatic,Sedan,Rawalpindi,1,full,none,6420810,True
Suzuki,Alto,VXL AGS,2016,190088,7.9,660,Petrol,Automatic,Hatchback,Rawalpindi,1,full,minor,2347284,True
Hyundai,Tucson,AWD,2014,170842,6.4,2000,Petrol,Automatic,SUV,Islamabad,3,partial,minor,3213587,True
Hyundai,Elantra,GLS,2018,115961,3.9,2000,Hybrid,Automatic,Sedan,Islamabad,2,full,none,3751182,True
Hyundai,Elantra,GLS,2012,254968,8.7,2000,Hybrid,Manual,Sedan,Islamabad,1,full,none,1674551,True
Suzuki,Alto,VXL AGS,2021,105392,6.9,660,Diesel,Manual,Hatchback,Islamabad,2,full,minor,3203031,True
Hyundai,Tucson,AWD,2022,106901,7.1,2000,Petrol,Automatic,SUV,Rawalpindi,2,partial,minor,5482141,True
Suzuki,Swift,GLX CVT,2021,101025,7.2,1200,Petrol,Automatic,Hatchback,Islamabad,2,full,none,4365084,True
Toyota,Corolla,Altis,2015,175552,5.4,1800,Petrol,Manual,Sedan,Lahore,1,full,major,2070659,True
Kia,Sportage,Alpha,2016,190253,7.4,2000,Diesel,Automatic,SUV,Lahore,1,full,none,4123931,True
Honda,Civic,VTi,2022,47123,9.9,1800,Hybrid,Automatic,Sedan,Faisalabad,3,full,none,5867091,True
Hyundai,Tucson,AWD,2017,156119,6.9,2000,Petrol,Manual,SUV,Rawalpindi,1,full,none,3642773,True
Honda,City,1.5 Aspire,2019,99200,7.4,1500,Petrol,Automatic,Sedan,Islamabad,1,full,none,4610768,True
Hyundai,Tucson,AWD,2015,198789,8.8,2000,Petrol,Automatic,SUV,Islamabad,1,partial,none,3550681,True
Kia,Picanto,AT,2022,70545,5.6,1000,Petrol,Automatic,Hatchback,Lahore,1,full,none,4329101,True
Suzuki,Alto,VX,2012,232057,8.0,660,Diesel,Manual,Hatchback,Lahore,2,partial,none,1238334,True
Hyundai,Elantra,Ultimate,2018,131825,9.8,2000,Diesel,Automatic,Sedan,Karachi,1,partial,major,4430714,True
Hyundai,Elantra,GLS,2025,11162,7.8,2000,Petrol,Automatic,Sedan,Lahore,1,unknown,none,6631132,True
Honda,City,1.2LS,2020,101802,7.1,1500,Petrol,Automatic,Sedan,Islamabad,1,partial,minor,4254055,True
Suzuki,Alto,VXR,2012,266317,8.4,660,Petrol,Automatic,Hatchback,Islamabad,1,partial,none,877068,True
Honda,Civic,VTi,2021,94267,6.5,1800,Petrol,Automatic,Sedan,Karachi,1,full,none,5062285,True
Toyota,Corolla,GLi,2022,66240,8.6,1800,Petrol,Automatic,Sedan,Islamabad,4,partial,minor,5180205,True
Hyundai,Elantra,GLS,2023,33213,9.1,2000,Petrol,Manual,Sedan,Rawalpindi,2,full,none,5942854,True
Hyundai,Tucson,FWD,2013,229691,6.5,2000,Hybrid,Automatic,SUV,Rawalpindi,1,partial,none,3040570,True
Toyota,Yaris,GLI CVT,2017,157220,6.1,1500,Petrol,Automatic,Sedan,Faisalabad,2,partial,none,2863867,True
Toyota,Corolla,XLi,2025,26519,8.5,1800,Petrol,Manual,Sedan,Lahore,1,partial,minor,6056606,True
Kia,Picanto,MT,2017,167237,9.7,1000,Petrol,Automatic,Hatchback,Rawalpindi,3,partial,none,2725524,True
Hyundai,Tucson,FWD,2025,40767,6.7,2000,Petrol,Automatic,SUV,Karachi,3,unknown,none,6232374,True
Kia,Picanto,MT,2015,184569,7.7,1000,Petrol,Manual,Hatchback,Faisalabad,1,full,none,1969345,True
Toyota,Corolla,XLi,2020,114829,6.9,1800,Petrol,Automatic,Sedan,Rawalpindi,3,unknown,none,3786481,True
Suzuki,Swift,GLX CVT,2025,14276,6.2,1200,Petrol,Manual,Hatchback,Faisalabad,3,full,major,4579530,True
Suzuki,Alto,VXL AGS,2014,233457,8.8,660,Petrol,Manual,Hatchback,Islamabad,1,partial,none,1649216,True
Kia,Sportage,Alpha,2012,241836,8.0,2000,Petrol,Automatic,SUV,Lahore,1,partial,none,2763975,True
Suzuki,Swift,DLX,2019,111541,8.6,1200,Petrol,Automatic,Hatchback,Faisalabad,2,full,minor,3663077,True
Toyota,Yaris,ATIV X,2025,0,8.9,1500,Petrol,Automatic,Sedan,Faisalabad,3,partial,none,6266977,True
Kia,Sportage,FWD,2020,105590,7.6,2000,Petrol,Automatic,SUV,Rawalpindi,2,partial,none,5082335,True
Hyundai,Elantra,GLS,2017,182350,8.6,2000,Petrol,Automatic,Sedan,Karachi,1,full,none,3364527,True
Hyundai,Elantra,GLS,2015,199430,9.7,2000,Petrol,Automatic,Sedan,Karachi,1,full,none,3783051,True
Suzuki,Alto,VXR,2014,240836,7.7,660,Diesel,Automatic,Hatchback,Lahore,1,unknown,none,1155839,True
Toyota,Corolla,Altis,2012,276141,7.9,1800,Petrol,Automatic,Sedan,Islamabad,1,partial,none,1704415,True
Toyota,Yaris,GLI CVT,2023,42192,7.6,1500,Petrol,Manual,Sedan,Rawalpindi,2,unknown,none,4883892,True
Kia,Sportage,FWD,2014,243399,8.5,2000,Petrol,Manual,SUV,Rawalpindi,2,full,none,2992646,True
Suzuki,Alto,VX,2016,197528,6.5,660,Petrol,Automatic,Hatchback,Karachi,3,full,none,2276836,True
Kia,Sportage,Alpha,2015,242569,8.7,2000,Petrol,Automatic,SUV,Karachi,1,full,none,3547226,True
Kia,Picanto,MT,2022,71140,9.0,1000,Diesel,Automatic,Hatchback,Faisalabad,3,full,none,5088820,True
Kia,Sportage,FWD,2015,220117,6.7,2000,Petrol,Automatic,SUV,Rawalpindi,2,full,none,2827370,True
Honda,Civic,Oriel,2023,47900,6.4,1800,Petrol,Automatic,Sedan,Lahore,2,partial,none,5267871,True
Honda,City,1.2LS,2023,48098,8.8,1500,Diesel,Automatic,Sedan,Islamabad,1,unknown,minor,5549611,True
Suzuki,Alto,VX,2013,236809,8.0,660,Diesel,Automatic,Hatchback,Faisalabad,2,full,none,848419,True
Hyundai,Elantra,Ultimate,2023,75253,7.3,2000,Petrol,Automatic,Sedan,Lahore,1,full,minor,5543445,True
Suzuki,Swift,DLX,2023,48250,7.1,1200,Petrol,Manual,Hatchback,Rawalpindi,3,full,none,4801521,True
Toyota,Yaris,ATIV X,2018,162334,6.3,1500,Petrol,Automatic,Sedan,Karachi,2,full,minor,3232709,True
Honda,City,1.2LS,2020,84713,9.1,1500,Diesel,Manual,Sedan,Rawalpindi,1,full,minor,4530835,True
Toyota,Corolla,GLi,2025,29613,7.5,1800,Petrol,Manual,Sedan,Faisalabad,3,partial,none,5744973,True
Hyundai,Elantra,GLS,2019,102029,6.8,2000,Petrol,Automatic,Sedan,Islamabad,1,partial,minor,4402924,True
Hyundai,Tucson,FWD,2020,100171,7.3,2000,Diesel,Automatic,SUV,Lahore,1,full,minor,4855101,True
Kia,Sportage,Alpha,2025,36950,9.4,2000,Petrol,Manual,SUV,Rawalpindi,1,full,minor,7079263,True
Toyota,Yaris,ATIV X,2025,18680,5.6,1500,Petrol,Automatic,Sedan,Lahore,2,full,none,5825574,True
Kia,Sportage,Alpha,2020,103547,9.5,2000,Hybrid,Manual,SUV,Lahore,1,partial,none,5448012,True
Suzuki,Swift,DLX,2012,222221,10.0,1200,Petrol,Manual,Hatchback,Faisalabad,2,partial,major,982525,True
Suzuki,Alto,VX,2024,30738,8.9,660,Petrol,Manual,Hatchback,Rawalpindi,3,full,none,5315264,True
Hyundai,Elantra,GLS,2021,77567,9.3,2000,Diesel,Automatic,Sedan,Karachi,1,partial,major,5011554,True
Suzuki,Swift,GLX CVT,2016,122123,7.2,1200,Petrol,Manual,Hatchback,Faisalabad,1,partial,none,2655873,True
Suzuki,Alto,VX,2013,225253,9.5,660,Petrol,Automatic,Hatchback,Faisalabad,4,full,none,1301833,True
Honda,Civic,RS,2015,192923,6.9,1800,Petrol,Manual,Sedan,Faisalabad,1,full,none,2522877,True
Toyota,Corolla,XLi,2017,137417,9.2,1800,Petrol,Automatic,Sedan,Karachi,2,full,none,3514657,True
Kia,Picanto,AT,2024,52191,5.3,1000,Petrol,Automatic,Hatchback,Faisalabad,2,full,none,4661786,True
Suzuki,Alto,VX,2016,150343,8.4,660,Petrol,Automatic,Hatchback,Lahore,2,full,none,2322057,True
Suzuki,Swift,DLX,2016,161912,8.5,1200,Petrol,Automatic,Hatchback,Islamabad,1,full,none,2907073,True
Hyundai,Elantra,Ultimate,2020,68793,8.4,2000,Petrol,Automatic,Sedan,Islamabad,2,full,minor,5096671,True
Kia,Sportage,Alpha,2023,71357,8.1,2000,Hybrid,Manual,SUV,Islamabad,3,partial,none,6324155,True
Kia,Picanto,MT,2021,91143,7.9,1000,Petrol,Manual,Hatchback,Islamabad,1,full,none,4259413,True
Honda,Civic,Oriel,2013,259024,8.0,1800,Petrol,Manual,Sedan,Islamabad,2,full,major,642092,True
Suzuki,Swift,GLX CVT,2012,247047,8.7,1200,Petrol,Manual,Hatchback,Karachi,1,full,minor,734274,True
Hyundai,Tucson,AWD,2017,173692,6.1,2000,Petrol,Automatic,SUV,Rawalpindi,2,full,minor,3396926,True
Hyundai,Tucson,FWD,2015,206904,9.4,2000,Petrol,Automatic,SUV,Lahore,2,partial,minor,3224745,True
Hyundai,Tucson,FWD,2013,217450,8.0,2000,Petrol,Manual,SUV,Islamabad,2,full,none,2414958,True
Toyota,Yaris,ATIV X,2018,128699,7.1,1500,Petrol,Manual,Sedan,Rawalpindi,1,full,minor,3216779,True
